event,division,place,severity,issue
1258513500,Open Net Doubles,1,HIGH,non_person_present
1258513500,Open Net Doubles,2,HIGH,non_person_present
1258513500,Open Net Doubles,3,HIGH,non_person_present
1258513500,Open Net Doubles,4,HIGH,non_person_present
1258513500,Open Net Doubles,5,HIGH,non_person_present
1258513500,Open Net Doubles,6,HIGH,non_person_present
1258513500,Open Net Doubles,7,HIGH,non_person_present
1258513500,Open Net Doubles,8,HIGH,non_person_present
1258513500,Open Net Doubles,9,HIGH,non_person_present
1258513500,Open Net Doubles,10,HIGH,non_person_present
1258513500,Open Net Doubles,11,HIGH,non_person_present
1258513500,Open Net Doubles,12,HIGH,non_person_present
1260368810,Results Open Double Net,1,HIGH,non_person_present
1260368810,Results Open Double Net,2,HIGH,non_person_present
1260368810,Results Open Double Net,3,HIGH,non_person_present
1260368810,Results Open Double Net,4,HIGH,non_person_present
1260368810,Results Open Double Net,5,HIGH,non_person_present
1260368810,Results Open Double Net,6,HIGH,non_person_present
1260368810,Results Open Double Net,7,HIGH,non_person_present
1260368810,Results Open Double Net,8,HIGH,non_person_present
1260368810,Results Open Double Net,9,HIGH,non_person_present
1260368810,Results Open Double Net,10,HIGH,non_person_present
1260368810,Results Open Double Net,11,HIGH,non_person_present
1260368810,Results Open Double Net,12,HIGH,non_person_present
1260368810,Results Pro Image Cash Golf,2,HIGH,non_person_present
1260368810,Results Pro Image Cash Golf,14,HIGH,non_person_present
1260517364,Open Net Doubles,1,HIGH,non_person_present
1260517364,Open Net Doubles,2,HIGH,non_person_present
1260517364,Open Net Doubles,3,HIGH,non_person_present
1260517364,Open Net Doubles,4,HIGH,non_person_present
1260517364,Open Net Doubles,5,HIGH,non_person_present
1260517364,Open Net Doubles,6,HIGH,non_person_present
1260517364,Open Net Doubles,7,HIGH,non_person_present
1260517364,Open Net Doubles,8,HIGH,non_person_present
1260517364,Open Net Doubles,9,HIGH,non_person_present
1260517364,Open Net Singles,1,HIGH,team_row_in_singles
1260517364,Open Net Singles,1,HIGH,non_person_present
1262288759,Intermediate Doubles,2,HIGH,non_person_present
1262288759,Intermediate Doubles,3,HIGH,non_person_present
1262288759,Intermediate Doubles,4,HIGH,non_person_present
1262288759,Intermediate Doubles,5,HIGH,non_person_present
1262288759,Mixed Doubles,1,HIGH,non_person_present
1262288759,Mixed Doubles,2,HIGH,non_person_present
1262288759,Mixed Doubles,3,HIGH,non_person_present
1262288759,Mixed Doubles,4,HIGH,non_person_present
1262288759,Mixed Doubles,5,HIGH,non_person_present
1262288759,Mixed Doubles,6,HIGH,non_person_present
1262288759,Mixed Doubles,7,HIGH,non_person_present
1262288759,Mixed Doubles,8,HIGH,non_person_present
1262288759,Mixed Doubles,9,HIGH,non_person_present
1262288759,Open Doubles,1,HIGH,non_person_present
1262288759,Open Doubles,2,HIGH,non_person_present
1262288759,Open Doubles,3,HIGH,non_person_present
1262288759,Open Doubles,4,HIGH,non_person_present
1262288759,Open Doubles,5,HIGH,non_person_present
1262288759,Open Doubles,6,HIGH,non_person_present
1262288759,Open Doubles,7,HIGH,non_person_present
1262288759,Open Doubles,8,HIGH,non_person_present
1262288759,Open Doubles,9,HIGH,non_person_present
1262288759,Women's Doubles,1,HIGH,non_person_present
1262288759,Women's Doubles,2,HIGH,non_person_present
1262288759,Women's Doubles,3,HIGH,non_person_present
1262288759,Women's Doubles,4,HIGH,non_person_present
1262631137,Open Net Doubles,1,HIGH,non_person_present
1262631137,Open Net Doubles,2,HIGH,non_person_present
1262631137,Open Net Doubles,3,HIGH,non_person_present
1262631137,Open Net Doubles,4,HIGH,non_person_present
1262631137,Open Net Doubles,5,HIGH,non_person_present
1262631137,Open Net Doubles,6,HIGH,non_person_present
1262631137,Open Net Doubles,7,HIGH,non_person_present
1262631137,Open Net Doubles,8,HIGH,non_person_present
